nro,empresa,origen,sector,gradoAvanceRadicación,direccion,direccion2,latitude,longitude,noticias,url,meta keywords (de la pagina web),linkedin,"linkedin class=""basic-info-description""","nombre completo (<span itemprop=""name"">EMPRESA</span>) de Cuit Online",cuit,cuit online,,latitud,longitud,g_lat,g_lon,LineString,URL Google Maps,URL OSM,URL Gob,CALLE,NRO,Asignee,ExtraCol
204,STEFANINI,Ext.,BPO,En operación,Lavarden 157 piso 2 oficina 2,LAVARDEN 157,-34.638434,-58.401718,[],,,,,,,,,-34.638434,-58.401718,-34.6382785,-58.4017181,"LINESTRING(-58.401718 -34.638434,-58.4017181 -34.6382785)","https://maps.googleapis.com/maps/api/geocode/json?address=LAVARDEN 157, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LAVARDEN 157, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.402374 -34.635719, -58.4024217999999 -34.6355649)"
205,ELECTROPAGOS,Nac.,SOFTWARE,En Operación,Arriola  27,ARRIOLA  27,-34.637033,-58.402936,[],,,,,,,,,-34.637033,-58.402936,-34.637079,-58.4029218,"LINESTRING(-58.402936 -34.637033,-58.4029218 -34.637079)","https://maps.googleapis.com/maps/api/geocode/json?address=ARRIOLA  27, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ARRIOLA  27, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.401718 -34.638434, -58.4017181 -34.6382785)"
206,REVIRTUAL,Nac.,SOFTWARE,En Operación,"Pepiri 286, PISO 1",PEPIRI 286,-34.641504,-58.409031,[],,,,,,,,,-34.641504,-58.409031,-34.6414794,-58.409062,"LINESTRING(-58.409031 -34.641504,-58.409062 -34.6414794)","https://maps.googleapis.com/maps/api/geocode/json?address=PEPIRI 286, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PEPIRI 286, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.402936 -34.637033, -58.4029218 -34.637079)"
207,EL SERVER,Nac.,SOFTWARE,En Obra,"Av: CASEROS 3301 PISO 4, A",AV. CASEROS 3301,-34.638097,-58.411757,[],,,,,,,,,-34.638097,-58.411757,-34.6381435,-58.4117004,"LINESTRING(-58.411757 -34.638097,-58.4117004 -34.6381435)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3301, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3301, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.409031 -34.641504, -58.409062 -34.6414794)"
208,"CANEPA, KOPEC Y ASOC.",Nac.,BPO,En Obra,Patagones 2937  Piso 2,PATAGONES 2937,-34.638074,-58.40423,[],,,,,,,,,-34.638074,-58.40423,-34.6380375,-58.4041992,"LINESTRING(-58.40423 -34.638074,-58.4041992 -34.6380375)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2937, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2937, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.411757 -34.638097, -58.4117004 -34.6381435)"
209,HORWATH CONSULTING,Nac.,BPO,En Obra,Patagones 2937 PB,PATAGONES 2937,-34.638074,-58.40423,[],,,,,,,,,-34.638074,-58.40423,-34.6380375,-58.4041992,"LINESTRING(-58.40423 -34.638074,-58.4041992 -34.6380375)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2937, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2937, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.40423 -34.638074, -58.4041992 -34.6380375)"
210,PRISMA MEDIOS DE PAGO SA,Nac.,SOFTWARE,En Obra,Uspallata 2802,USPALLATA 2802,-34.639093,-58.402426,[],,,,,,,,,-34.639093,-58.402426,-34.6390812,-58.4016547,"LINESTRING(-58.402426 -34.639093,-58.4016546999999 -34.6390812)","https://maps.googleapis.com/maps/api/geocode/json?address=USPALLATA 2802, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=USPALLATA 2802, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.40423 -34.638074, -58.4041992 -34.6380375)"
211,KOMPENDIUM,Nac.,BPO,En Obra,Patagones 2937 PISO 4,PATAGONES 2937,-34.638074,-58.40423,[],,,,,,,,,-34.638074,-58.40423,-34.6380375,-58.4041992,"LINESTRING(-58.40423 -34.638074,-58.4041992 -34.6380375)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2937, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2937, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.402426 -34.639093, -58.4016546999999 -34.6390812)"
212,HMSI,Nac.,BPO,En Obra,Patagones 2937 PISO 6,PATAGONES 2937,-34.638074,-58.40423,[],,,,,,,,,-34.638074,-58.40423,-34.6380375,-58.4041992,"LINESTRING(-58.40423 -34.638074,-58.4041992 -34.6380375)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2937, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2937, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.40423 -34.638074, -58.4041992 -34.6380375)"
213,IATASA,Nac.,INGENIERIA,En Obra,"Av. Caseros 3301, Piso 2 B y 4 B",AV. CASEROS 3301,-34.638097,-58.411757,[],,,,,,,,,-34.638097,-58.411757,-34.6381435,-58.4117004,"LINESTRING(-58.411757 -34.638097,-58.4117004 -34.6381435)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3301, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3301, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.40423 -34.638074, -58.4041992 -34.6380375)"
214,EBOX S.A.,Nac.,SOFTWARE,En Operación,Alberti 1856,ALBERTI 1856,-34.631658,-58.398898,[],,,,,,,,,-34.631658,-58.398898,-34.6317419,-58.3989469,"LINESTRING(-58.398898 -34.631658,-58.3989469 -34.6317419)","https://maps.googleapis.com/maps/api/geocode/json?address=ALBERTI 1856, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ALBERTI 1856, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.411757 -34.638097, -58.4117004 -34.6381435)"
215,IT PATAGONIA,Nac.,SOFTWARE,En Obra,"A. Caseros 3602, piso 6",AV. CASEROS 3602,-34.638984,-58.415982,[],,,,,,,,,-34.638984,-58.415982,-34.6389011,-58.4159173,"LINESTRING(-58.415982 -34.638984,-58.4159173 -34.6389011)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.398898 -34.631658, -58.3989469 -34.6317419)"
216,TALLION,Nac.,SOFTWARE,En Operación,Rondeau 3367,RONDEAU 3367,-34.637009,-58.411642,[],,,,,,,,,-34.637009,-58.411642,-34.6370482,-58.4115755,"LINESTRING(-58.411642 -34.637009,-58.4115755 -34.6370482)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 3367, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 3367, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.415982 -34.638984, -58.4159173 -34.6389011)"
217,DELLOITE,Nac.,BPO,En Obra,"Av. Caseros 3563, piso 4 y 5",AV. CASEROS 3563,-34.638755,-58.415421,['http://www.iprofesional.com/notas/233665-El-Distrito-Tecnolgico-de-Parque-Patricios-suma-la-figurita-de-Deloitte-y-ya-tiene-casi-250-empresas'],http://www.deloitte.com/ar,"Auditoría, Consultoría, Impuestos, Asesoría Financiera",https://www.linkedin.com/company/deloitte-argentina,"¡Conocé nuestras vacantes!
https://career4.successfactors.com/career?company=C0020897957P

Deloitte es la primera Consultora Internacional que se instaló en Argentina, iniciando sus actividades el 30 de noviembre de 1908. Cuenta con oficinas en Buenos Aires, Córdoba, Mendoza y Rosario, con 2000 profesionales en las áreas de:

• Auditoría
• Impuestos
• Consultoría
• Corporate Finance

Además de nuestra intensa actividad en Argentina también estamos presentes en 150 países. Nuestra presencia global requiere un fuerte contacto con profesionales de diferentes especializaciones y culturas. 

Deloitte ofrece acceso a tecnologías de vanguardia, metodologías y bases de conocimiento, que generan interesantes oportunidades de aprendizaje y crecimiento a nivel personal y profesional.

Mantenemos una posición de liderazgo asesorando a las principales empresas locales y multinacionales en variados sectores, tales como: Consumo Masivo, Energía, Petróleo y Gas, Automotriz, Agropecuaria, Servicios Financieros, Salud y Ciencia, Manufactura, Sector Público, Telecomunicaciones, Medios y Tecnología, así como también a organismos y empresas públicas.",,,,,-34.638755,-58.415421,-34.6387744,-58.415381,"LINESTRING(-58.415421 -34.638755,-58.415381 -34.6387744)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3563, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3563, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.411642 -34.637009, -58.4115755 -34.6370482)"
218,CARDINAL,Nac.,SOFTWARE,En Obra,"Av. Caseros 3039, piso 8",AV. CASEROS 3039,-34.63716,-58.406299,[],,,,,,,,,-34.63716,-58.406299,-34.6372329,-58.406333,"LINESTRING(-58.406299 -34.63716,-58.406333 -34.6372329)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3039, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3039, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.415421 -34.638755, -58.415381 -34.6387744)"
219,DIGITAL WEST,Nac.,SOFTWARE,En Obra, Rondeau 2858,RONDEAU 2858,-34.635468,-58.403502,[],,,,,,,,,-34.635468,-58.403502,-34.6354793,-58.4034663,"LINESTRING(-58.403502 -34.635468,-58.4034663 -34.6354793)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2858, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2858, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.406299 -34.63716, -58.406333 -34.6372329)"
220,TRANS,Nac.,SOFTWARE,En obra,"Av. Caseros 2602, piso 10",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.403502 -34.635468, -58.4034663 -34.6354793)"
221,SISTEMAS OPERATIVOS,Nac.,BPO,En Operación,Rondeau 3155,RONDEAU 3155,-34.636447,-58.408358,[],,,,,,,,,-34.636447,-58.408358,-34.6365085,-58.4084217,"LINESTRING(-58.408358 -34.636447,-58.4084216999999 -34.6365085)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 3155, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 3155, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
222,CDSS SA,Nac.,SOFTWARE,En Obra,"Av. Caseros 3039, piso 2C",AV. CASEROS 3039,-34.63716,-58.406299,[],,,,,,,,,-34.63716,-58.406299,-34.6372329,-58.406333,"LINESTRING(-58.406299 -34.63716,-58.406333 -34.6372329)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3039, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3039, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.408358 -34.636447, -58.4084216999999 -34.6365085)"
223,NEXAPOOL,Nac.,SOFTWARE,En Obra,"Av. Caseros 3039, piso 2A",AV. CASEROS 3039,-34.63716,-58.406299,[],,,,,,,,,-34.63716,-58.406299,-34.6372329,-58.406333,"LINESTRING(-58.406299 -34.63716,-58.406333 -34.6372329)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3039, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3039, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.406299 -34.63716, -58.406333 -34.6372329)"
224,VOD ARGENTINA SA,Nac.,SOFTWARE,En obra,"Av. Caseros 3039, piso 2B",AV. CASEROS 3039,-34.63716,-58.406299,[],,,,,,,,,-34.63716,-58.406299,-34.6372329,-58.406333,"LINESTRING(-58.406299 -34.63716,-58.406333 -34.6372329)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3039, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3039, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.406299 -34.63716, -58.406333 -34.6372329)"
225,TDI,Nac.,SOFTWARE,En Obra,"Av. Caseros 2602, piso 3",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.406299 -34.63716, -58.406333 -34.6372329)"
226,IDEA BIZ (OPEN IT),Nac.,SOFTWARE,En Obra,Av. Jujuy 2156 P3 uf A,AV. JUJUY 2156,-34.635305,-58.399003,[],,,,,,,,,-34.635305,-58.399003,-34.6354587,-58.3990446,"LINESTRING(-58.399003 -34.635305,-58.3990445999999 -34.6354587)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. JUJUY 2156, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. JUJUY 2156, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
227,PATRICIOS PARK BUSINESS SOLUTIONS,Nac.,BPO,En Operación,Av. Jujuy 1963 P4 uf A,AV. JUJUY 1963,-34.633398,-58.399942,[],,,,,,,,,-34.633398,-58.399942,-34.6333204,-58.3999378,"LINESTRING(-58.399942 -34.633398,-58.3999378 -34.6333204)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. JUJUY 1963, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. JUJUY 1963, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399003 -34.635305, -58.3990445999999 -34.6354587)"
228,BAIRESNET,Nac.,SOFTWARE,En Operación,Av. Jujuy 1963 P5 uf B,AV. JUJUY 1963,-34.633398,-58.399942,[],,,,,,,,,-34.633398,-58.399942,-34.6333204,-58.3999378,"LINESTRING(-58.399942 -34.633398,-58.3999378 -34.6333204)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. JUJUY 1963, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. JUJUY 1963, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399942 -34.633398, -58.3999378 -34.6333204)"
229,TELECENTRO,Nac.,SOFTWARE,En obra,Lavarden 153,LAVARDEN 153,-34.638352,-58.401737,[],,,,,,,,,-34.638352,-58.401737,-34.6382322,-58.4017295,"LINESTRING(-58.401737 -34.638352,-58.4017295 -34.6382322)","https://maps.googleapis.com/maps/api/geocode/json?address=LAVARDEN 153, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LAVARDEN 153, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399942 -34.633398, -58.3999378 -34.6333204)"
230,CAECE/CAMARA ARGENTINA DE COMERCIO,Nac.,EDUCACION,En Obra,Pedro Chutro 2851,PEDRO CHUTRO 2851,-34.641749,-58.401803,[],,,,,,,,,-34.641749,-58.401803,-34.6416872,-58.4017248,"LINESTRING(-58.401803 -34.641749,-58.4017248 -34.6416872)","https://maps.googleapis.com/maps/api/geocode/json?address=PEDRO CHUTRO 2851, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PEDRO CHUTRO 2851, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.401737 -34.638352, -58.4017295 -34.6382322)"
231,TECNOSOFTWARE SA,Nac.,SOFTWARE,En Obra,"Av. Chiclana 3345, 2 cuerpo, 3 A",AV. CHICLANA 3345,-34.63447,-58.411518,[],,,,,,,,,-34.63447,-58.411518,-34.6344402,-58.4119357,"LINESTRING(-58.411518 -34.63447,-58.4119357 -34.6344402)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CHICLANA 3345, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CHICLANA 3345, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.401803 -34.641749, -58.4017248 -34.6416872)"
232,TSOFT SA,Nac.,SOFTWARE,En Obra,"Av. Chiclana 3345, 2 cuerpo, 3 B",AV. CHICLANA 3345,-34.63447,-58.411518,[],,,,,,,,,-34.63447,-58.411518,-34.6344402,-58.4119357,"LINESTRING(-58.411518 -34.63447,-58.4119357 -34.6344402)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CHICLANA 3345, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CHICLANA 3345, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.411518 -34.63447, -58.4119357 -34.6344402)"
233,ISBAN,Ext.,SOFTWARE,En Obra,Uspallata 2953,USPALLATA 2953,-34.639371,-58.404205,[],,,,,,,,,-34.639371,-58.404205,-34.6393958,-58.4042745,"LINESTRING(-58.404205 -34.639371,-58.4042745 -34.6393958)","https://maps.googleapis.com/maps/api/geocode/json?address=USPALLATA 2953, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=USPALLATA 2953, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.411518 -34.63447, -58.4119357 -34.6344402)"
234,EDS,Nac.,SOFTWARE,En Obra,Lavardén 153,LAVARDEN 153,-34.638352,-58.401737,[],,,,,,,,,-34.638352,-58.401737,-34.6382322,-58.4017295,"LINESTRING(-58.401737 -34.638352,-58.4017295 -34.6382322)","https://maps.googleapis.com/maps/api/geocode/json?address=LAVARDEN 153, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LAVARDEN 153, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.404205 -34.639371, -58.4042745 -34.6393958)"
235,WWW:COM:AR,Nac.,SOFTWARE,En Obra,Luna 17,LUNA 17,-34.636532,-58.400428,[],,,,,,,,,-34.636532,-58.400428,-34.6365061,-58.4003738,"LINESTRING(-58.400428 -34.636532,-58.4003738 -34.6365061)","https://maps.googleapis.com/maps/api/geocode/json?address=LUNA 17, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LUNA 17, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.401737 -34.638352, -58.4017295 -34.6382322)"
236,ATOS ARGENTINA S.A.,Ext.,SOFTWARE,En Obra,Virrey Liniers 2240,VIRREY LINIERS 2240,-34.636364,-58.412036,[],,,,,,,,,-34.636364,-58.412036,-34.6363823,-58.4120768,"LINESTRING(-58.412036 -34.636364,-58.4120767999999 -34.6363823)","https://maps.googleapis.com/maps/api/geocode/json?address=VIRREY LINIERS 2240, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=VIRREY LINIERS 2240, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.400428 -34.636532, -58.4003738 -34.6365061)"
237,GLOBAL VIEW,Nac.,SOFTWARE,En Operación,Rondeau 2145,RONDEAU 2145,-34.633303,-58.392937,['http://www.ieco.clarin.com/economia/NEC-empresa-seguridad-Mario-Montoto_0_643135742.html'],,,,,,,,,-34.633303,-58.392937,-34.6339303,-58.3953189,"LINESTRING(-58.392937 -34.633303,-58.3953189 -34.6339303)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2145, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2145, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.412036 -34.636364, -58.4120767999999 -34.6363823)"
238,INTERGRABO,Nac.,SOFTWARE,En Operación,Rondeau 3466,RONDEAU 3466,-34.637133,-58.4129,[],,,,,,,,,-34.637133,-58.4129,-34.6371032,-58.4129495,"LINESTRING(-58.4129 -34.637133,-58.4129495 -34.6371032)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 3466, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 3466, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.392937 -34.633303, -58.3953189 -34.6339303)"
239,DATAWISE S.A.,Nac.,SOFTWARE,En Obra,15 de Noviembre de 1889 n°2573,15 DE NOVIEMBRE DE 1889 2573,-34.633582,-58.399308,[],,,,,,,,,-34.633582,-58.399308,-34.6335629,-58.3992846,"LINESTRING(-58.399308 -34.633582,-58.3992846 -34.6335629)","https://maps.googleapis.com/maps/api/geocode/json?address=15 DE NOVIEMBRE DE 1889 2573, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=15 DE NOVIEMBRE DE 1889 2573, CABA, Argentina&format=json",http://ws.usig.buenosaires.gob.ar/rest/normalizar_direcciones?calle=15 DE NOVIEMBRE DE 1889&altura=2573&desambiguar=1,15 DE NOVIEMBRE DE 1889,2573,Martin Goffan,"LINESTRING (-58.4129 -34.637133, -58.4129495 -34.6371032)"
240,Grupo Recaudador S.A,Nac.,SOFTWARE,En obra,Rondeau 2858,RONDEAU 2858,-34.635468,-58.403502,[],,,,,,,,,-34.635468,-58.403502,-34.6354793,-58.4034663,"LINESTRING(-58.403502 -34.635468,-58.4034663 -34.6354793)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2858, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2858, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.399308 -34.633582, -58.3992846 -34.6335629)"
241,Multivirtual S.A,Nac.,SOFTWARE,En obra,Rondeau 2858,RONDEAU 2858,-34.635468,-58.403502,[],,,,,,,,,-34.635468,-58.403502,-34.6354793,-58.4034663,"LINESTRING(-58.403502 -34.635468,-58.4034663 -34.6354793)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2858, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2858, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.403502 -34.635468, -58.4034663 -34.6354793)"
242,SEAC,Nac.,SOFTWARE,En obra,"Caseros 3392, 2 B",AV. CASEROS 3392,-34.638467,-58.412944,[],,,,,,,,,-34.638467,-58.412944,-34.638501,-58.4129369,"LINESTRING(-58.412944 -34.638467,-58.4129369 -34.638501)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3392, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3392, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.403502 -34.635468, -58.4034663 -34.6354793)"
243,RGP,Nac.,SOFTWARE,En obra,"Caseros 3392, 2 A",AV. CASEROS 3392,-34.638467,-58.412944,[],,,,,,,,,-34.638467,-58.412944,-34.638501,-58.4129369,"LINESTRING(-58.412944 -34.638467,-58.4129369 -34.638501)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3392, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3392, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.412944 -34.638467, -58.4129369 -34.638501)"
244,PREPAY,Nac.,SOFTWARE,En Operación,"Rondeau 2520, 4to A",RONDEAU 2520,-34.634612,-58.398177,[],,,,,PREPAY S.A.,30-71454676-3,https://www.cuitonline.com/detalle/30714546763/prepay-s.a.html,,-34.634612,-58.398177,-34.6345677,-58.3982191,"LINESTRING(-58.398177 -34.634612,-58.3982191 -34.6345677)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2520, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2520, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.412944 -34.638467, -58.4129369 -34.638501)"
245,PRAGMATICA TECHNOLOGIES S.A.,Nac.,SOFTWARE,En obra,"Almafuerte 63, 4to Piso",ALMAFUERTE 63,-34.639428,-58.411851,[],,,,,PRAGMATICA TECHNOLOGIES SA,33-70756358-9,https://www.cuitonline.com/detalle/33707563589/pragmatica-technologies-sa.html,,-34.639428,-58.411851,-34.6390507,-58.4116163,"LINESTRING(-58.411851 -34.639428,-58.4116163 -34.6390507)","https://maps.googleapis.com/maps/api/geocode/json?address=ALMAFUERTE 63, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ALMAFUERTE 63, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,Martin Goffan,"LINESTRING (-58.398177 -34.634612, -58.3982191 -34.6345677)"
